% This data set addresses a control problem, namely flying a F16
% aircraft. The attributes describe the status of the aeroplane, while
% the goal is to predict the control action on the ailerons of the
% aircraft.
% 
% Characteristics: (7154+6596) cases, 41 continuous attributes 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Experiments of Rui Camacho (rcamacho@garfield.fe.up.pt)
@relation ailerons
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curPitch numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SeTime1 numeric
@attribute SeTime2 numeric
@attribute SeTime3 numeric
@attribute SeTime4 numeric
@attribute SeTime5 numeric
@attribute SeTime6 numeric
@attribute SeTime7 numeric
@attribute SeTime8 numeric
@attribute SeTime9 numeric
@attribute SeTime10 numeric
@attribute SeTime11 numeric
@attribute SeTime12 numeric
@attribute SeTime13 numeric
@attribute SeTime14 numeric
@attribute diffSeTime1 numeric
@attribute diffSeTime2 numeric
@attribute diffSeTime3 numeric
@attribute diffSeTime4 numeric
@attribute diffSeTime5 numeric
@attribute diffSeTime6 numeric
@attribute diffSeTime7 numeric
@attribute diffSeTime8 numeric
@attribute diffSeTime9 numeric
@attribute diffSeTime10 numeric
@attribute diffSeTime11 numeric
@attribute diffSeTime12 numeric
@attribute diffSeTime13 numeric
@attribute diffSeTime14 numeric
@attribute alpha numeric
@attribute Se numeric
@attribute class {<=-0.0014,(-0.0014;-0.0011],(-0.0011;-0.001],(-0.001;-0.0008],(-0.0008;-0.0007],(-0.0007;-0.0006],(-0.0006;-0.0006],(-0.0006;-0.0005],>-0.0005}

@data
-124.0,-18.0,-0.49,0.24,1.55,0.7,-19.0,-2.0,-0.004,0.0,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.051,<=-0.0014
-507.0,-39.0,0.16,0.18,2.26,-0.5,-14.0,-23.0,0.022,0.7,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.048,0.048,0.052,0.052,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,-0.004,0.0,0.0,0.0,1.6,0.052,<=-0.0014
222.0,-34.0,0.07,0.2,0.92,0.5,-19.0,0.0,0.005,-0.2,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.043,<=-0.0014
-67.0,-40.0,-0.02,0.25,1.16,0.3,-20.0,-3.0,-0.022,-0.3,0.035,0.035,0.035,0.037,0.037,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,-0.003,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.04,<=-0.0014
-451.0,-26.0,0.03,0.21,1.86,-0.7,-20.0,-3.0,0.016,0.0,0.043,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.046,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.003,0.0,1.3,0.046,<=-0.0014
-136.0,-40.0,0.06,0.11,2.12,0.3,-14.0,-7.0,-0.016,0.3,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.064,0.064,0.066,0.066,0.066,0.066,0.066,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,1.9,0.066,<=-0.0014
125.0,-17.0,0.69,0.33,1.24,-0.7,-20.0,-10.0,-0.001,-0.5,0.046,0.049,0.049,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.004,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.05,<=-0.0014
390.0,6.0,1.06,0.22,0.48,-0.4,-18.0,-5.0,0.021,-0.5,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.034,0.034,0.033,0.033,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.9,0.033,<=-0.0014
253.0,-42.0,0.2,0.15,0.82,0.8,-19.0,5.0,-0.007,-0.2,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.041,<=-0.0014
-469.0,-42.0,0.2,-0.01,1.36,-0.9,-18.0,13.0,0.02,0.4,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.9,0.03,<=-0.0014
39.0,-38.0,-0.03,0.13,1.61,-0.1,-14.0,0.0,-0.005,-0.3,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.059,<=-0.0014
-182.0,-25.0,-0.23,0.28,1.39,-0.3,-20.0,-8.0,0.01,0.5,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,1.2,0.043,<=-0.0014
-135.0,-2.0,0.16,0.2,1.25,-0.8,-20.0,3.0,0.016,-0.5,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.04,<=-0.0014
357.0,-36.0,0.4,0.35,0.39,1.2,-17.0,-14.0,-0.061,-1.9,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.028,0.028,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.7,0.027,<=-0.0014
-157.0,-46.0,0.11,-0.11,0.98,0.5,-20.0,16.0,-0.003,2.3,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.029,<=-0.0014
-202.0,-20.0,0.32,0.04,1.81,0.3,-11.0,6.0,-0.002,-0.7,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.055,<=-0.0014
69.0,18.0,0.19,0.32,1.13,-0.7,-20.0,-9.0,0.002,-0.1,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.045,<=-0.0014
-126.0,5.0,-0.03,0.32,1.47,0.6,-18.0,-14.0,0.002,0.6,0.047,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.048,0.048,0.048,0.048,0.048,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.048,<=-0.0014
-84.0,-48.0,0.17,0.28,1.03,-0.6,-18.0,-9.0,-0.019,-0.3,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035,<=-0.0014
-140.0,-28.0,0.15,0.08,1.17,1.7,-17.0,6.0,-0.013,0.1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.036,0.036,0.036,0.036,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,1.0,0.036,<=-0.0014
152.0,24.0,0.5,0.26,0.64,-0.3,-21.0,-5.0,0.011,0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.029,<=-0.0014
-257.0,-61.0,0.33,0.01,1.67,0.8,-13.0,6.0,-0.019,0.1,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.047,<=-0.0014
1.0,-34.0,0.29,0.15,1.07,1.4,-18.0,2.0,-0.008,-0.2,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.039,<=-0.0014
102.0,-22.0,-0.16,0.27,1.08,0.6,-18.0,-7.0,-0.012,-0.2,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.044,<=-0.0014
-293.0,-40.0,0.45,0.12,1.55,-0.1,-19.0,10.0,-0.005,-0.2,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.044,<=-0.0014
57.0,-17.0,0.46,0.18,1.02,-1.0,-20.0,5.0,0.021,-0.4,0.042,0.042,0.042,0.042,0.042,0.04,0.04,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.039,<=-0.0014
166.0,-35.0,0.08,0.18,0.74,0.3,-18.0,-3.0,-0.024,0.1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.033,<=-0.0014
714.0,-17.0,0.35,0.14,0.52,-0.7,-13.0,6.0,0.009,-0.6,0.058,0.058,0.058,0.058,0.058,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.056,<=-0.0014
400.0,-27.0,0.09,0.06,0.33,-0.7,-19.0,9.0,0.019,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.8,0.027,<=-0.0014
107.0,-51.0,0.74,0.15,0.64,1.7,-14.0,-4.0,-0.027,-0.3,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.8,0.027,<=-0.0014
34.0,-29.0,-0.23,0.23,1.48,-1.7,-15.0,-8.0,0.005,-0.2,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.053,0.053,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,-0.003,0.0,1.5,0.055,<=-0.0014
371.0,32.0,0.25,0.34,0.98,-0.8,-15.0,-20.0,0.009,0.2,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.053,<=-0.0014
-334.0,-53.0,0.39,0.28,1.64,0.4,-17.0,-13.0,-0.003,-0.3,0.042,0.042,0.042,0.042,0.042,0.043,0.043,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0,0.0,0.0,0.0,-0.003,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.045,<=-0.0014
103.0,-22.0,0.28,0.19,1.17,-1.9,-21.0,7.0,0.032,-0.3,0.049,0.049,0.049,0.049,0.049,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.047,<=-0.0014
60.0,-40.0,0.05,0.15,1.67,-0.3,-14.0,-3.0,0.001,-0.2,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.063,<=-0.0014
-57.0,-39.0,0.11,0.24,1.15,0.3,-20.0,-2.0,-0.022,-0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.04,<=-0.0014
-101.0,14.0,-0.08,0.39,1.06,2.8,-15.0,-23.0,-0.05,-0.9,0.034,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035,<=-0.0014
-60.0,-50.0,0.31,0.16,1.22,-0.6,-20.0,7.0,0.01,0.0,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.042,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,1.2,0.042,<=-0.0014
151.0,-20.0,0.26,0.12,1.02,0.3,-16.0,0.0,0.024,0.3,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.043,<=-0.0014
-153.0,-31.0,0.5,0.22,1.33,-0.5,-18.0,0.0,-0.005,-0.6,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.042,<=-0.0014
-107.0,-17.0,0.38,0.21,0.87,0.5,-20.0,-4.0,-0.016,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.8,0.028,<=-0.0014
-109.0,21.0,0.37,0.44,1.6,-0.8,-17.0,-18.0,-0.001,-1.0,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.053,<=-0.0014
537.0,-23.0,0.58,0.38,0.58,-0.2,-21.0,-14.0,0.009,0.9,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.045,0.045,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.002,0.0,1.3,0.046,<=-0.0014
-39.0,-58.0,-0.27,0.31,1.64,-0.8,-19.0,-8.0,0.003,0.0,0.056,0.056,0.056,0.056,0.056,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.058,<=-0.0014
-63.0,19.0,0.26,0.17,0.99,0.4,-16.0,-5.0,0.007,-0.2,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.033,<=-0.0014
-148.0,-51.0,0.16,0.06,0.94,1.5,-19.0,10.0,-0.02,0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.028,<=-0.0014
166.0,17.0,0.12,0.34,0.97,-0.6,-21.0,-13.0,0.017,0.3,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.2,0.043,<=-0.0014
-8.0,-44.0,0.54,0.29,0.88,1.2,-17.0,-12.0,-0.029,-1.0,0.03,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.032,<=-0.0014
479.0,-13.0,0.35,0.18,0.28,-0.3,-18.0,3.0,-0.005,-0.5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0.029,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.8,0.029,<=-0.0014
252.0,-9.0,0.03,0.34,0.84,0.1,-18.0,-13.0,-0.008,-0.3,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.042,<=-0.0014
248.0,-42.0,0.41,0.13,0.97,0.6,-15.0,3.0,0.005,-0.4,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.046,<=-0.0014
-94.0,-4.0,0.19,0.12,1.1,-0.7,-15.0,-1.0,0.016,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,<=-0.0014
271.0,-30.0,0.46,0.02,0.27,-2.5,-20.0,16.0,0.056,0.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.5,0.019,<=-0.0014
3.0,-49.0,0.19,0.18,0.78,2.4,-14.0,-11.0,-0.045,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.028,<=-0.0014
122.0,-20.0,0.43,0.17,0.86,0.6,-17.0,-1.0,-0.01,-0.4,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,<=-0.0014
-458.0,8.0,0.09,0.41,1.7,0.3,-20.0,-18.0,-0.011,-0.1,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.042,0.042,0.044,0.044,0.044,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,1.2,0.044,<=-0.0014
210.0,-8.0,-0.16,0.24,0.87,0.2,-21.0,-1.0,-0.002,-0.3,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.041,<=-0.0014
311.0,-8.0,-0.14,0.26,0.68,0.2,-19.0,-7.0,-0.003,-0.4,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.037,<=-0.0014
-70.0,-56.0,-0.06,-0.24,1.24,-0.2,-14.0,31.0,0.0,-0.6,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.04,<=-0.0014
-410.0,-19.0,0.32,0.32,1.56,-1.1,-22.0,-4.0,0.036,-0.3,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.037,0.037,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,1.1,0.04,<=-0.0014
343.0,-27.0,0.25,0.26,0.58,-0.8,-20.0,15.0,0.01,-2.6,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.0,0.037,<=-0.0014
93.0,-35.0,0.35,0.14,0.88,2.1,-19.0,7.0,0.003,-0.7,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,<=-0.0014
91.0,-88.0,-0.3,-0.1,0.88,0.8,-16.0,19.0,-0.01,0.1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035,<=-0.0014
116.0,-5.0,-0.2,0.06,0.96,-1.3,-20.0,15.0,0.021,-0.2,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,1.1,0.04,<=-0.0014
-152.0,6.0,0.55,0.25,1.08,0.1,-21.0,-5.0,-0.006,0.8,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.034,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034,<=-0.0014
234.0,22.0,0.04,0.31,1.32,0.7,-11.0,-18.0,-0.018,-0.2,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.059,<=-0.0014
57.0,27.0,0.55,0.25,0.73,1.0,-20.0,-4.0,-0.026,0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.029,<=-0.0014
-107.0,-24.0,0.17,0.06,1.44,0.5,-12.0,2.0,0.003,-0.5,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.046,<=-0.0014
-167.0,-34.0,0.38,0.05,1.54,0.3,-13.0,4.0,-0.006,0.3,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.048,<=-0.0014
32.0,38.0,0.36,0.39,1.4,-0.3,-14.0,-21.0,-0.002,-0.3,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.053,0.053,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,1.5,0.053,<=-0.0014
349.0,-44.0,-0.18,0.28,1.08,-0.3,-13.0,-4.0,-0.012,-1.8,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.056,<=-0.0014
-297.0,30.0,-0.3,0.25,1.66,0.6,-17.0,-13.0,-0.012,1.0,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.047,<=-0.0014
-157.0,-47.0,0.15,0.19,1.33,-0.9,-21.0,9.0,0.013,-0.8,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.042,<=-0.0014
72.0,-19.0,0.58,0.24,0.85,0.1,-18.0,-5.0,-0.007,-0.6,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.034,<=-0.0014
-178.0,-26.0,0.22,0.1,1.22,1.6,-17.0,6.0,-0.013,-0.4,0.035,0.035,0.035,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,<=-0.0014
