% This data set is also obtained from the task of controlling a F16
% aircraft, although the target variable and attributes are different
% from the ailerons domain. In this case the goal variable is related to
% an action taken on the elevators of the aircraft.
% 
% Characteristics: 8752 cases, 19 continuous attributes 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Experiments of Rui Camacho (rcamacho@garfield.fe.up.pt). 
@relation elevators
@attribute climbRate {<=-323.0,(-323.0;-200.0],(-200.0;-117.0],(-117.0;-31.0],(-31.0;67.0],(67.0;177.0],(177.0;320.0],>320.0}
@attribute Sgz {<=-41.0,(-41.0;-29.0],(-29.0;-20.0],(-20.0;-13.0],(-13.0;-6.0],(-6.0;3.0],(3.0;15.0],>15.0}
@attribute p {<=-0.38,(-0.38;-0.24],(-0.24;-0.12],(-0.12;0.0],(0.0;0.11],(0.11;0.22],(0.22;0.35],>0.35}
@attribute q {<=-0.08,(-0.08;-0.03],(-0.03;0.02],(0.02;0.05],(0.05;0.09],(0.09;0.13],(0.13;0.18],>0.18}
@attribute curRoll {<=-1.0,(-1.0;-0.6],(-0.6;-0.3],(-0.3;0.1],(0.1;0.4],(0.4;0.7],(0.7;1.1],>1.1}
@attribute absRoll {<=-16.0,(-16.0;-13.0],(-13.0;-12.0],(-12.0;-10.0],(-10.0;-9.0],(-9.0;-7.0],(-7.0;-6.0],>-6.0}
@attribute diffClb {<=-12.0,(-12.0;-8.0],(-8.0;-4.0],(-4.0;0.0],(0.0;3.0],(3.0;6.0],(6.0;11.0],>11.0}
@attribute diffRollRate {<=-0.015,(-0.015;-0.009],(-0.009;-0.005],(-0.005;-0.001],(-0.001;0.003],(0.003;0.007],(0.007;0.013],>0.013}
@attribute diffDiffClb {<=-0.6,(-0.6;-0.2],(-0.2;-0.1],(-0.1;-0.1],(-0.1;0.0],(0.0;0.1],(0.1;0.5],>0.5}
@attribute SaTime1 {<=-0.0012,(-0.0012;-0.0009],(-0.0009;-0.0008],(-0.0008;-0.0007],(-0.0007;-0.0005],(-0.0005;-0.0005],(-0.0005;-0.0004],>-0.0004}
@attribute SaTime2 {<=-0.0012,(-0.0012;-0.0009],(-0.0009;-0.0008],(-0.0008;-0.0007],(-0.0007;-0.0005],(-0.0005;-0.0005],(-0.0005;-0.0004],>-0.0004}
@attribute SaTime3 {<=-0.0012,(-0.0012;-0.0009],(-0.0009;-0.0008],(-0.0008;-0.0007],(-0.0007;-0.0005],(-0.0005;-0.0005],(-0.0005;-0.0004],>-0.0004}
@attribute SaTime4 {<=-0.0012,(-0.0012;-0.001],(-0.001;-0.0008],(-0.0008;-0.0007],(-0.0007;-0.0005],(-0.0005;-0.0005],(-0.0005;-0.0004],>-0.0004}
@attribute diffSaTime1 {<=0.0,(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],>0.0}
@attribute diffSaTime2 {<=0.0,(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],>0.0}
@attribute diffSaTime3 {<=0.0,(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],>0.0}
@attribute diffSaTime4 {<=0.0,(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],(0.0;0.0],>0.0}
@attribute Sa {<=-0.0012,(-0.0012;-0.001],(-0.001;-0.0008],(-0.0008;-0.0007],(-0.0007;-0.0005],(-0.0005;-0.0005],(-0.0005;-0.0004],>-0.0004}
@attribute class {<=0.017,(0.017;0.019],(0.019;0.02],(0.02;0.024],>0.024}

@data
(177.0;320.0],<=-41.0,(-0.12;0.0],(-0.03;0.02],(-0.3;0.1],(-16.0;-13.0],(3.0;6.0],<=-0.015,(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-41.0;-29.0],(-0.12;0.0],(0.09;0.13],(-0.3;0.1],(-16.0;-13.0],(-4.0;0.0],(-0.009;-0.005],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-20.0;-13.0],<=-0.38,(0.05;0.09],>1.1,(-16.0;-13.0],(0.0;3.0],<=-0.015,(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],<=-0.38,>0.18,<=-1.0,<=-16.0,(3.0;6.0],(0.007;0.013],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],<=-41.0,(-0.24;-0.12],(0.09;0.13],(0.1;0.4],<=-16.0,(-4.0;0.0],<=-0.015,(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(177.0;320.0],(3.0;15.0],<=-0.38,>0.18,(0.1;0.4],<=-16.0,<=-12.0,<=-0.015,<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(177.0;320.0],(-6.0;3.0],(-0.12;0.0],>0.18,(0.4;0.7],<=-16.0,(-4.0;0.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(-20.0;-13.0],>0.35,>0.18,(0.4;0.7],<=-16.0,(-4.0;0.0],(-0.005;-0.001],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],>15.0,(0.11;0.22],>0.18,(-0.6;-0.3],<=-16.0,<=-12.0,(0.007;0.013],(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(-41.0;-29.0],(-0.12;0.0],>0.18,(-0.6;-0.3],<=-16.0,(0.0;3.0],(-0.009;-0.005],<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-41.0;-29.0],<=-0.38,(0.13;0.18],(0.7;1.1],<=-16.0,(-12.0;-8.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,(0.02;0.024]
(177.0;320.0],(-41.0;-29.0],(0.11;0.22],(0.13;0.18],>1.1,<=-16.0,(0.0;3.0],<=-0.015,<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],<=-41.0,(0.0;0.11],(0.05;0.09],(0.1;0.4],<=-16.0,(0.0;3.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],(-0.38;-0.24],>0.18,(-1.0;-0.6],<=-16.0,(6.0;11.0],(0.007;0.013],<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(-29.0;-20.0],(-0.12;0.0],<=-0.08,(0.7;1.1],(-12.0;-10.0],(3.0;6.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
>320.0,(-41.0;-29.0],(-0.38;-0.24],(0.05;0.09],(0.1;0.4],<=-16.0,>11.0,<=-0.015,(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-41.0;-29.0],<=-0.38,(-0.08;-0.03],(0.4;0.7],(-12.0;-10.0],(6.0;11.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],(-41.0;-29.0],(-0.24;-0.12],>0.18,(-1.0;-0.6],<=-16.0,(6.0;11.0],(-0.009;-0.005],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-41.0;-29.0],(-0.12;0.0],(-0.08;-0.03],(0.7;1.1],(-16.0;-13.0],(6.0;11.0],<=-0.015,(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],(-6.0;3.0],<=-0.38,<=-0.08,(-0.6;-0.3],<=-16.0,>11.0,(-0.005;-0.001],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],(-0.38;-0.24],>0.18,(0.1;0.4],<=-16.0,(-8.0;-4.0],(-0.015;-0.009],(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],>15.0,<=-0.38,>0.18,>1.1,<=-16.0,(-12.0;-8.0],<=-0.015,(-0.1;0.0],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-41.0;-29.0],<=-0.38,(-0.08;-0.03],(0.1;0.4],(-12.0;-10.0],(6.0;11.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],(-41.0;-29.0],(-0.38;-0.24],>0.18,(0.1;0.4],<=-16.0,(-4.0;0.0],(-0.009;-0.005],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(3.0;15.0],(-0.12;0.0],>0.18,(-0.3;0.1],<=-16.0,(-8.0;-4.0],(-0.015;-0.009],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],<=-41.0,<=-0.38,<=-0.08,(-0.3;0.1],(-16.0;-13.0],>11.0,<=-0.015,(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
>320.0,(-6.0;3.0],<=-0.38,>0.18,(-0.3;0.1],<=-16.0,(-4.0;0.0],(-0.009;-0.005],(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],(-6.0;3.0],(-0.12;0.0],>0.18,(0.4;0.7],<=-16.0,<=-12.0,(-0.009;-0.005],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],<=-41.0,<=-0.38,<=-0.08,(0.1;0.4],(-16.0;-13.0],>11.0,<=-0.015,(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],(-0.38;-0.24],>0.18,>1.1,(-16.0;-13.0],(-12.0;-8.0],<=-0.015,(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
>320.0,(-29.0;-20.0],(-0.24;-0.12],(-0.03;0.02],(-1.0;-0.6],(-16.0;-13.0],(6.0;11.0],(-0.005;-0.001],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
>320.0,(-13.0;-6.0],(-0.38;-0.24],>0.18,(0.1;0.4],<=-16.0,(-4.0;0.0],(-0.015;-0.009],(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],(-20.0;-13.0],(-0.12;0.0],>0.18,(-0.3;0.1],<=-16.0,(-8.0;-4.0],<=-0.015,(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(3.0;15.0],(-0.24;-0.12],>0.18,(-0.6;-0.3],<=-16.0,(0.0;3.0],(-0.015;-0.009],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],<=-41.0,(0.11;0.22],(0.02;0.05],(0.7;1.1],(-16.0;-13.0],(3.0;6.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(177.0;320.0],(-41.0;-29.0],(-0.38;-0.24],(0.13;0.18],(-0.6;-0.3],(-16.0;-13.0],(-12.0;-8.0],(-0.015;-0.009],(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(-13.0;-6.0],(-0.38;-0.24],>0.18,(-1.0;-0.6],<=-16.0,(-4.0;0.0],(-0.009;-0.005],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-20.0;-13.0],>0.35,<=-0.08,(0.4;0.7],<=-16.0,(6.0;11.0],(-0.015;-0.009],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-41.0;-29.0],(0.0;0.11],(0.13;0.18],(-0.6;-0.3],(-16.0;-13.0],(-8.0;-4.0],(-0.001;0.003],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(-41.0;-29.0],(-0.24;-0.12],(0.13;0.18],(-1.0;-0.6],<=-16.0,(6.0;11.0],(-0.009;-0.005],(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],<=-41.0,>0.35,(0.13;0.18],(0.1;0.4],<=-16.0,(3.0;6.0],(-0.015;-0.009],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-20.0;-13.0],>0.35,>0.18,(-1.0;-0.6],<=-16.0,(-4.0;0.0],(-0.001;0.003],(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
>320.0,(-20.0;-13.0],(-0.24;-0.12],>0.18,<=-1.0,(-16.0;-13.0],(-8.0;-4.0],(-0.005;-0.001],<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],(-0.38;-0.24],>0.18,<=-1.0,<=-16.0,(6.0;11.0],(0.007;0.013],<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],(-0.12;0.0],>0.18,(-0.6;-0.3],(-16.0;-13.0],(-8.0;-4.0],(0.007;0.013],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-29.0;-20.0],<=-0.38,(0.13;0.18],(-1.0;-0.6],<=-16.0,(0.0;3.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-41.0;-29.0],(-0.24;-0.12],(0.13;0.18],<=-1.0,(-16.0;-13.0],(0.0;3.0],(-0.009;-0.005],<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],>15.0,(0.11;0.22],>0.18,(-0.3;0.1],(-16.0;-13.0],<=-12.0,<=-0.015,(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],<=-41.0,<=-0.38,(0.13;0.18],>1.1,<=-16.0,(0.0;3.0],<=-0.015,<=-0.6,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],<=-41.0,(-0.38;-0.24],(0.09;0.13],>1.1,<=-16.0,(6.0;11.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-20.0;-13.0],>0.35,>0.18,(-0.3;0.1],<=-16.0,(-8.0;-4.0],(-0.005;-0.001],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],(-20.0;-13.0],>0.35,>0.18,(0.7;1.1],<=-16.0,(-12.0;-8.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(177.0;320.0],<=-41.0,<=-0.38,(-0.08;-0.03],(0.1;0.4],(-16.0;-13.0],(6.0;11.0],(-0.015;-0.009],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],(-13.0;-6.0],<=-0.38,>0.18,(0.1;0.4],<=-16.0,(-4.0;0.0],(0.007;0.013],(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,>0.0,<=0.0,>0.0,<=-0.0012,>0.024
(-117.0;-31.0],<=-41.0,<=-0.38,<=-0.08,(-1.0;-0.6],(-13.0;-12.0],>11.0,(-0.005;-0.001],(-0.1;0.0],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,(-6.0;3.0],(-0.24;-0.12],(0.05;0.09],(0.1;0.4],<=-16.0,(0.0;3.0],(-0.009;-0.005],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
>320.0,(-41.0;-29.0],<=-0.38,(0.05;0.09],(0.1;0.4],<=-16.0,>11.0,<=-0.015,(-0.1;0.0],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],<=-41.0,<=-0.38,(0.09;0.13],(0.7;1.1],<=-16.0,(0.0;3.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-29.0;-20.0],<=-0.38,(0.13;0.18],<=-1.0,<=-16.0,(0.0;3.0],<=-0.015,(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,(-6.0;3.0],<=-0.38,>0.18,>1.1,<=-16.0,(-12.0;-8.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,>0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],(-41.0;-29.0],(-0.12;0.0],(0.02;0.05],>1.1,<=-16.0,(-8.0;-4.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-20.0;-13.0],>0.35,>0.18,(0.4;0.7],<=-16.0,(-12.0;-8.0],<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],<=-41.0,(0.0;0.11],(-0.03;0.02],(0.7;1.1],<=-16.0,>11.0,(-0.015;-0.009],(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],(-29.0;-20.0],(-0.12;0.0],(0.13;0.18],(-1.0;-0.6],(-16.0;-13.0],(-12.0;-8.0],(0.007;0.013],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,>0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],(-41.0;-29.0],(-0.38;-0.24],>0.18,>1.1,<=-16.0,(-8.0;-4.0],(-0.015;-0.009],(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],(-41.0;-29.0],(0.22;0.35],>0.18,(0.4;0.7],<=-16.0,<=-12.0,<=-0.015,(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,(-6.0;3.0],<=-0.38,(0.13;0.18],(0.1;0.4],<=-16.0,(-8.0;-4.0],<=-0.015,(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,(3.0;15.0],(0.22;0.35],>0.18,(-0.3;0.1],<=-16.0,<=-12.0,(-0.015;-0.009],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,<=-41.0,(0.11;0.22],(0.09;0.13],>1.1,<=-16.0,(0.0;3.0],<=-0.015,(0.1;0.5],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(177.0;320.0],(-6.0;3.0],(-0.24;-0.12],>0.18,(-0.3;0.1],<=-16.0,(0.0;3.0],(-0.005;-0.001],(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(177.0;320.0],(-13.0;-6.0],(-0.24;-0.12],(0.13;0.18],(0.1;0.4],<=-16.0,(-8.0;-4.0],(-0.005;-0.001],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],<=-41.0,(0.22;0.35],(-0.03;0.02],(0.4;0.7],<=-16.0,(3.0;6.0],(-0.009;-0.005],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],(-41.0;-29.0],(-0.38;-0.24],(0.05;0.09],>1.1,<=-16.0,(6.0;11.0],<=-0.015,(0.0;0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-29.0;-20.0],(-0.38;-0.24],(0.13;0.18],(-0.3;0.1],<=-16.0,(-4.0;0.0],(-0.009;-0.005],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,(3.0;15.0],(0.0;0.11],>0.18,(0.1;0.4],<=-16.0,<=-12.0,(-0.015;-0.009],(-0.2;-0.1],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-200.0;-117.0],<=-41.0,(0.0;0.11],(0.13;0.18],>1.1,<=-16.0,(-12.0;-8.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
<=-323.0,(-6.0;3.0],(-0.12;0.0],>0.18,(0.1;0.4],<=-16.0,<=-12.0,(-0.015;-0.009],>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(67.0;177.0],<=-41.0,>0.35,>0.18,(-0.6;-0.3],<=-16.0,(0.0;3.0],(0.003;0.007],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-323.0;-200.0],<=-41.0,(-0.38;-0.24],(0.05;0.09],(-1.0;-0.6],<=-16.0,(6.0;11.0],<=-0.015,>0.5,<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-117.0;-31.0],<=-41.0,(-0.38;-0.24],>0.18,>1.1,(-16.0;-13.0],<=-12.0,<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-20.0;-13.0],(0.22;0.35],>0.18,>1.1,(-16.0;-13.0],<=-12.0,<=-0.015,(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
(-31.0;67.0],(-41.0;-29.0],(0.0;0.11],(0.13;0.18],(-0.3;0.1],(-16.0;-13.0],(-4.0;0.0],(-0.005;-0.001],(-0.6;-0.2],<=-0.0012,<=-0.0012,<=-0.0012,<=-0.0012,<=0.0,<=0.0,<=0.0,<=0.0,<=-0.0012,>0.024
